Cycle_Index,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL,Is_New,cell_id,Cycle
,1200.6179999999997,2.742100000000391,3.5895925,2.0283332,1326.5243,1941.5338,1941.5338,788,1,cell_023,103.0
,1200.5973999999987,2.9447999999993613,3.5894094,2.0323377,1886.5138000000009,1941.520000000001,1941.520000000001,787,1,cell_023,104.0
,2400.7798000000003,2.9454999999997256,3.5896096,2.0283256,1346.527399999999,1941.5322999999992,1941.5322999999992,786,1,cell_023,105.0
,2400.7556999999993,2.8434999999988975,3.5898166,2.0316319,1376.4930999999997,1941.4933,1941.4933,785,1,cell_023,106.0
,2400.7542,2.9307000000008543,3.5894094,2.0286365,1311.5040999999983,1941.5062999999968,1941.5062999999968,784,1,cell_023,107.0
,1200.6306000000006,2.873400000000572,3.5896688,2.0319009,1311.5076999999983,1941.5087999999996,1941.5087999999996,783,1,cell_023,108.0
,2961.888299999999,2.850699999999051,3.5886483,2.0287337,1316.5167999999976,1941.5236999999977,1941.5236999999977,782,1,cell_023,109.0
,1200.656500000001,2.7708999999997275,3.5896258,2.03194,1311.5133999999998,1941.5259000000003,1941.5259000000003,781,1,cell_023,110.0
,2400.7715000000026,2.9417000000029248,3.588697,2.0311351,1456.5056000000002,9.999999747377016e-05,1941.5085999999976,780,1,cell_023,111.0
,2400.790099999999,2.9104000000005215,3.5893312,2.0313191,1311.5020000000006,0.0001000000047497,1941.506100000006,778,1,cell_023,113.0
,2400.7949000000012,2.9850000000006105,3.5884423,2.028131,1311.5025999999998,1941.5070999999953,1941.5070999999953,776,1,cell_023,115.0
,2400.7755000000034,2.995499999997122,3.5893559,2.0286002,1311.511099999996,1941.508499999996,1941.508499999996,775,1,cell_023,116.0
,2961.8345000000045,2.8662999999941974,3.589375,2.0325255,1311.4962000000014,1941.4976000000024,1941.4976000000024,774,1,cell_023,117.0
,2400.805999999997,2.918200000000013,3.5886712,2.027143,1331.5300999999963,1941.5386,1941.5386,773,1,cell_023,118.0
,1200.653000000006,2.834399999999704,3.5896764,2.0313153,1311.4910999999993,1941.491699999999,1941.491699999999,771,1,cell_023,120.0
,2400.805500000002,2.9919000000010953,3.589478,2.0317483,1311.5195000000022,1941.5210000000009,1941.5210000000009,770,1,cell_023,121.0
,1200.665900000007,3.0208000000129687,3.5887494,2.0343232,1321.4982000000018,1941.5016999999937,1941.5016999999937,769,1,cell_023,122.0
,2961.9474999999948,2.817499999989934,3.5895238,2.0314879,1716.5519000000058,1941.552299999996,1941.552299999996,768,1,cell_023,123.0
,2400.808499999999,3.00699999999793,3.5890079,2.0280795,1311.5132000000012,1941.522400000002,1941.522400000002,766,1,cell_023,125.0
,2961.8859999999986,2.888399999995954,3.5899119,2.0284781,1311.5127999999968,1941.5151999999944,1941.5151999999944,765,1,cell_023,126.0
,2961.911099999997,2.8950000000040177,3.5893826,2.0282598,1336.5152999999991,9.999999019784551e-05,1941.5184000000008,761,1,cell_023,130.0
,2400.799899999998,3.0184000000011224,3.588594,2.0277152,1321.5197000000044,1941.5325000000012,1941.5325000000012,760,1,cell_023,131.0
,2961.9216999999912,2.8959999999933927,3.5895886,2.0279279,1416.5299000000089,1941.5369999999969,1941.5369999999969,758,1,cell_023,133.0
,2961.9131999999954,2.911699999996813,3.588388,2.031817,1331.5099999999948,1941.5160999999937,1941.5160999999937,757,1,cell_023,134.0
,2961.907600000006,2.907099999996916,3.5894694,2.0308623,1326.5034000000014,1941.516900000002,1941.516900000002,756,1,cell_023,135.0
,1200.6358000000032,2.902900000000699,3.5883861,2.0315681,1361.518499999991,9.99999901978195e-05,1941.5222999999971,754,1,cell_023,137.0
,1200.6581000000008,2.900899999993385,3.5894113,2.0311685,1346.4986999999965,1941.510800000004,1941.510800000004,753,1,cell_023,138.0
,2400.823600000004,2.982300000003164,3.5884995,2.0311627,1316.4936999999918,1941.508099999992,1941.508099999992,752,1,cell_023,139.0
,2400.803,2.7782999999908498,3.5895772,2.0277467,1716.525800000003,9.99999901978195e-05,1941.521099999998,751,1,cell_023,140.0
,2961.8937000000005,2.8497999999962076,3.588594,2.0313144,1371.5224000000017,1941.527000000002,1941.527000000002,750,1,cell_023,141.0
,2400.0696999999927,2.907099999996916,3.5895667,2.0282235,1316.5372999999963,9.99999901978195e-05,1941.5328000000009,749,1,cell_023,142.0
,3142.29310000001,2.7277999999930103,3.5886798,3.2094598,1294.7636000000057,184.2376999999979,1924.7707999999984,748,1,cell_023,143.0
,2400.8246999999974,2.896199999988198,3.5884995,2.0279193,1311.5120000000168,1941.521800000017,1941.521800000017,747,1,cell_023,144.0
,2400.801299999992,2.849600000015897,3.5885797,2.028235,1311.534399999975,1941.541899999982,1941.541899999982,746,1,cell_023,145.0
,2400.806200000021,2.85120000000461,3.5886483,2.0315852,1311.5084999999965,0.0001000000047497,1941.513399999996,745,1,cell_023,146.0
,2400.814899999998,3.011800000007554,3.5894179,2.0279727,1336.5408999999927,1941.5497000000032,1941.5497000000032,744,1,cell_023,147.0
,1200.6397000000288,2.865100000024512,3.5896869,2.0304017,1321.5062000000034,1941.5168999999876,1941.5168999999876,743,1,cell_023,148.0
,2961.9088000000047,2.87519999998068,3.588572,2.0272899,1316.519900000014,1941.5230000000151,1941.5230000000151,742,1,cell_023,149.0
,2400.8012999999924,2.933799999998996,3.5894771,2.0268111,1316.5241000000096,1941.5311999999976,1941.5311999999976,741,1,cell_023,150.0
,2961.9054999999935,2.9047000000136336,3.5886512,2.0276828,1311.51939999999,1941.5265000000072,1941.5265000000072,740,1,cell_023,151.0
,1200.6450999999945,2.967399999993887,3.588285,2.0312276,1306.5136000000057,1941.5136000000057,1941.5136000000057,739,1,cell_023,152.0
,2961.878199999978,2.871900000027381,3.5885997,2.0278602,1306.5080000000014,1941.509699999995,1941.509699999995,737,1,cell_023,154.0
,1200.6714000000209,2.981599999998963,3.5893378,2.0275722,1306.5629999999946,1941.5608000000063,1941.5608000000063,735,1,cell_023,156.0
,2400.811599999987,3.006699999997835,3.5886455,2.0308805,1306.5106999999844,1941.511999999988,1941.511999999988,734,1,cell_023,157.0
,2961.9052000000083,2.896099999983335,3.5893159,2.0305943,1306.518400000001,1941.51820000002,1941.51820000002,733,1,cell_023,158.0
,2400.517200000002,3.0350000000035493,3.5897737,2.0346265,1396.5043000000005,1941.5096000000192,1941.5096000000192,732,1,cell_023,159.0
,2961.8916000000027,2.8800000000047987,3.5887628,2.0271487,1486.5075999999826,1941.511999999988,1941.511999999988,731,1,cell_023,160.0
,2400.7987999999896,3.029600000009083,3.588428,2.0305991,1321.519100000005,1941.5225999999964,1941.5225999999964,730,1,cell_023,161.0
,2397.7341000000015,3.0423000000008926,3.5886331,2.0279965,1306.528500000015,1941.5345000000088,1941.5345000000088,729,1,cell_023,162.0
,2400.8214000000153,2.9943999999960624,3.5885701,2.0318341,1311.5185999999812,1941.5258999999785,1941.5258999999785,728,1,cell_023,163.0
,2400.8276999999944,2.986800000013119,3.5895257,2.0315194,1311.5081000000064,1941.508900000015,1941.508900000015,726,1,cell_023,165.0
,1200.655199999979,2.916299999982215,3.5896039,2.0282874,1311.522399999987,0.0001000000047497,1941.528099999996,725,1,cell_023,166.0
,2400.7918000000063,3.040799999988053,3.5885749,2.0318856,1356.5175000000163,1941.5224000000164,1941.5224000000164,723,1,cell_023,168.0
,1200.6490999999803,2.8469000000039557,3.5884871,2.0269761,1306.5223000000117,0.0001000000047497,1941.5332000000053,722,1,cell_023,169.0
,2961.887399999978,2.943199999979953,3.5890317,2.0313792,1336.5094999999858,1941.5192999999856,1941.5192999999856,721,1,cell_023,170.0
,1200.6581000000008,2.979099999996748,3.5897346,2.0305161,1321.5190000000002,0.0001000000047497,1941.520499999984,720,1,cell_023,171.0
,1200.0458999999971,3.001499999983679,3.5885396,2.0277638,1316.558400000009,1941.5726999999897,1941.5726999999897,719,1,cell_023,172.0
,2961.9473000000003,2.9606999999958816,3.5886312,2.0308661,1396.5408999999927,1941.5406000000075,1941.5406000000075,718,1,cell_023,173.0
,1200.6620000000114,3.0702999999920166,3.5888486,2.0271659,1311.5088000000103,1941.5032000000065,1941.5032000000065,717,1,cell_023,174.0
,2399.9661999999953,2.916900000010969,3.5897508,2.0308137,1311.5103999999994,1941.514200000005,1941.514200000005,716,1,cell_023,175.0
,1200.6702999999975,2.981999999989,3.5898433,2.030252,1306.497400000022,1941.4976000000024,1941.4976000000024,714,1,cell_023,177.0
,1200.583500000008,2.88240000000215,3.5894303,2.030848,1376.5127999999968,0.0001000000047497,1941.5158999999985,713,1,cell_023,178.0
,1200.6784999999804,2.845999999990454,3.5895057,2.0280204,1306.5434999999998,1941.5458999999971,1941.5458999999971,712,1,cell_023,179.0
,1199.010799999989,2.874299999995742,3.5896449,2.0276685,1311.521299999993,1941.5170999999973,1941.5170999999973,711,1,cell_023,180.0
,1200.6637000000044,2.6289999999862346,3.5894113,2.0272908,1331.5212999999928,1941.526899999997,1941.526899999997,710,1,cell_023,181.0
,1200.6504999999888,3.0052000000139856,3.5893579,2.0299592,1311.5173000000068,0.0001000000047497,1941.5308000000075,709,1,cell_023,182.0
,2399.3291999999783,2.7103000000060717,3.5896783,2.02737,1321.520199999999,1941.5241999999855,1941.5241999999855,708,1,cell_023,183.0
,2400.825199999992,2.9064000000067836,3.5897784,2.0274339,1311.5167000000074,1941.5268000000217,1941.5268000000217,707,1,cell_023,184.0
,2398.656399999978,2.824400000041152,3.5896068,2.0307345,1311.536000000022,1941.5424000000344,1941.5424000000344,706,1,cell_023,185.0
,2397.295600000012,2.898000000044618,3.5882955,2.0272298,1641.4953000000096,1941.498200000031,1941.498200000031,705,1,cell_023,186.0
,1200.060400000017,2.959199999983042,3.589704,2.027389,1306.5104000000283,1941.512300000002,1941.512300000002,703,1,cell_023,188.0
,2396.6431000000453,2.841299999970772,3.5896239,2.0304894,1306.508199999982,1941.505799999984,1941.505799999984,702,1,cell_023,189.0
,2400.8191000000224,2.902999999991067,3.5896916,2.0279193,1366.505700000038,1941.5034000000448,1941.5034000000448,701,1,cell_023,190.0
,2400.8199000000022,2.959899999957827,3.5885844,2.0307336,1321.5361999999732,1941.544200000004,1941.544200000004,700,1,cell_023,191.0
,2399.6931999999797,3.090400000044866,3.5898023,2.0310082,1321.518700000015,1941.5155000000375,1941.5155000000375,699,1,cell_023,192.0
,2955.8220999999903,2.8387999999685576,3.5893264,2.0307832,1306.5144999999902,1941.516100000008,1941.516100000008,698,1,cell_023,193.0
,2958.741100000043,2.850199999986245,3.5893779,2.031692,1326.525299999979,1941.531099999964,1941.531099999964,697,1,cell_023,194.0
,2960.8641000000066,2.855099999986237,3.5886092,2.0305724,1311.5303000000422,1941.5351000000371,1941.5351000000371,696,1,cell_023,195.0
,1200.577699999965,3.027499999967062,3.588511,2.0278802,1311.5402000000468,1941.5488999999948,1941.5488999999948,694,1,cell_023,197.0
,2961.920299999998,2.987099999969302,3.5895333,2.0315461,1306.5233000000007,1941.5184000000004,1941.5184000000004,692,1,cell_023,199.0
,2400.809300000022,3.056299999996668,3.5898156,2.0304666,1326.5232000000542,1941.5248000000136,1941.5248000000136,691,1,cell_023,200.0
,2400.82150000002,2.9496999999972218,3.5899282,2.0302329,1316.5031999999774,1941.5052000000144,1941.5052000000144,690,1,cell_023,201.0
,2400.010000000009,2.901599999983091,3.5896945,2.0273919,1311.5150999999607,1941.5262999999688,1941.5262999999688,687,1,cell_023,204.0
,2958.816200000001,2.9269999999667107,3.5888362,2.0272069,1306.5231999999962,0.0001000000047497,1941.5374999999765,686,1,cell_023,205.0
,2394.032200000016,2.8261000000053116,3.5894608,2.0300336,1301.5307000000028,1941.5203000000329,1941.5203000000329,685,1,cell_023,206.0
,1196.2382000000216,2.907400000025575,3.5886235,2.0305572,1366.5148000000045,1941.5216000000369,1941.5216000000369,684,1,cell_023,207.0
,2396.0909999999567,2.9684000000122523,3.5892148,2.0278163,1311.5375000000347,1941.537500000035,1941.537500000035,682,1,cell_023,209.0
,2397.7164999999804,2.893500000005673,3.5896077,2.0276313,1301.5200000000186,1941.5166999999783,1941.5166999999783,681,1,cell_023,210.0
,1194.1848999999931,2.8482000000074947,3.5885797,2.0275435,1326.5111000000034,1941.5176999999671,1941.5176999999671,680,1,cell_023,211.0
,2957.066200000001,2.7372000000323737,3.589397,2.0307345,1321.518199999991,1941.5218999999925,1941.5218999999925,678,1,cell_023,213.0
,1192.7707999999984,2.9432000000379333,3.5895257,2.0276837,1311.5030000000258,1941.506800000032,1941.506800000032,677,1,cell_023,214.0
,2396.2655999999843,2.7580000000305915,3.589231,2.027595,1306.5157999999938,1941.526899999997,1941.526899999997,676,1,cell_023,215.0
,1199.496299999999,2.8471000000136826,3.5896697,2.0275826,1341.5113000000129,1941.5184000000008,1941.5184000000008,675,1,cell_023,216.0
,1193.6138999999966,2.894199999980458,3.5895162,2.0301661,1316.5175999999628,1941.5248999999603,1941.5248999999603,674,1,cell_023,217.0
,2397.4744000000064,2.8255000000353903,3.589745,2.0304856,1306.4835999999775,0.0001000000047497,1941.486499999999,672,1,cell_023,219.0
,1199.1763999999969,3.0230999999913877,3.5887809,2.0298266,1316.526100000017,1941.5271000000064,1941.5271000000064,671,1,cell_023,220.0
,2396.1012000000337,2.8920999999972707,3.5896077,2.0337234,1316.5002000000095,1941.5040000000151,1941.5040000000151,670,1,cell_023,221.0
,2391.877399999998,2.8608999999707407,3.5893607,2.0302186,1321.5130999999817,1941.5138000000152,1941.5138000000152,669,1,cell_023,222.0
,2394.3008000000264,2.772200000007103,3.589519,2.0278506,1361.5087000000058,1941.5118999999827,1941.5118999999827,668,1,cell_023,223.0
,1193.2890999999945,2.950400000030413,3.5895104,2.0312791,1301.5240999999808,1941.534400000004,1941.534400000004,667,1,cell_023,224.0
,2956.6770999999717,2.863800000049963,3.5896659,2.0302291,1331.5305000000517,1941.5394000000088,1941.5394000000088,666,1,cell_023,225.0
,2397.339800000045,2.923900000005233,3.5894866,2.0272031,1306.4830000000147,0.0001000000047497,1936.4840000000256,665,1,cell_023,226.0
,1196.8721999999989,3.0510999999995647,3.5895801,2.0277028,1301.5329999999997,1941.5388999999996,1941.5388999999996,663,1,cell_023,228.0
,2954.526899999999,2.9170999999989533,3.5898614,2.0269027,1301.5179000000007,0.0001000000011117,1941.5251000000007,661,1,cell_023,230.0
,1194.394200000003,2.8834000000026094,3.5896087,2.0308223,1301.4895999999992,9.999999929278386e-05,1941.487699999998,660,1,cell_023,231.0
,1193.1778999999988,2.845099999998695,3.5897679,2.0309834,1331.4945000000007,0.0001000000011117,1941.4969999999996,659,1,cell_023,232.0
,1189.570199999998,3.0185999999993385,3.5885215,2.0305915,1311.5015999999994,9.99999974737962e-05,1941.5118,658,1,cell_023,233.0
,1189.7167999999986,3.0316999999995176,3.5895848,2.0275426,1296.5367999999985,1941.5458,1941.5458,657,1,cell_023,234.0
,2389.5627999999997,2.888399999999791,3.5893626,2.0306258,1296.5028999999995,9.999999747377016e-05,1941.5070999999991,656,1,cell_023,235.0
,2949.9356,2.8678000000002157,3.5893531,2.027802,1861.5064999999995,1941.5120999999997,1941.5120999999997,655,1,cell_023,236.0
,1189.5505999999948,2.89499999999677,3.5895162,2.0280213,1296.5337,1941.5318000000043,1941.5318000000043,654,1,cell_023,237.0
,2393.231,2.865700000002107,3.5895839,2.0274825,1296.524599999997,1941.5274999999967,1941.5274999999967,653,1,cell_023,238.0
,2391.515800000001,2.9647000000041146,3.5893865,2.0315652,1311.5297999999966,1941.530200000001,1941.530200000001,652,1,cell_023,239.0
,2951.892300000007,2.917399999998196,3.5886493,2.0275731,1296.5301999999938,1941.5301999999936,1941.5301999999936,650,1,cell_023,241.0
,1191.6018000000045,3.04469999999867,3.5895724,2.0274529,1296.5043000000005,1941.5152000000016,1941.5152000000016,648,1,cell_023,243.0
,2949.091499999995,2.895599999996108,3.5885196,2.0275378,1301.6935000000012,1941.6928000000044,1941.6928000000044,647,1,cell_023,244.0
,2953.8632,2.933199999999232,3.5886712,2.0274949,1301.528299999998,1941.5250000000012,1941.5250000000012,645,1,cell_023,246.0
,1191.100900000005,2.911600000006871,3.5886683,2.0278993,1316.5105999999944,1941.5136999999957,1941.5136999999957,643,1,cell_023,248.0
,2950.622700000007,2.963099999993233,3.5895944,2.0276856,1296.5293000000092,1941.5324000000107,1941.5324000000107,642,1,cell_023,249.0
,2947.7820999999967,2.855499999990343,3.5886436,2.0275779,1296.4973000000027,1941.506600000008,1941.506600000008,641,1,cell_023,250.0
,1188.6570000000067,2.9973000000028094,3.5886006,2.0274796,1311.5282000000009,1941.5336999999995,1941.5336999999995,640,1,cell_023,251.0
,2949.3856000000087,2.8940000000001476,3.5883775,2.0274367,1326.5250000000087,0.0001000000047497,1941.5262000000075,639,1,cell_023,252.0
,2955.5550000000076,2.9000999999988153,3.5897441,2.0271802,1296.5185000000056,1941.5319999999915,1941.5319999999915,637,1,cell_023,254.0
,2953.0459999999875,2.9331999999996583,3.5893445,2.0270715,1296.5255999999936,1941.522499999992,1941.522499999992,636,1,cell_023,255.0
,2390.20229999999,3.019399999990071,3.589643,2.030848,1406.4994000000006,1941.499299999996,1941.499299999996,635,1,cell_023,256.0
,2953.699600000007,3.0028000000021393,3.5887847,2.0280547,1306.5522999999955,1941.554900000003,1941.554900000003,634,1,cell_023,257.0
,2388.7367999999988,3.0097999999998137,3.5896268,2.0275216,1296.530500000008,1941.5377000000008,1941.5377000000008,633,1,cell_023,258.0
,2952.0776999999944,2.999500000005355,3.5898442,2.0305743,1306.5300000000134,0.0001000000047497,1941.5336999999995,632,1,cell_023,259.0
,2950.397199999992,2.9530999999988694,3.5894456,2.0274987,1576.504099999991,9.99999901978195e-05,1941.5126000000016,631,1,cell_023,260.0
,1183.953999999998,3.0175000000021157,3.5886683,2.0308852,1301.498900000006,1941.513000000006,1941.513000000006,630,1,cell_023,261.0
,2945.410900000003,2.891799999997602,3.5895181,2.0273747,1296.507800000007,0.0001000000047497,1941.5121000000072,628,1,cell_023,263.0
,1183.9685000000025,2.990399999995077,3.5894551,2.0275073,1291.553500000009,1941.5581000000093,1941.5581000000093,627,1,cell_023,264.0
,1186.1284999999914,2.861599999989437,3.5884938,2.0304894,1381.5288,1941.5338000000047,1941.5338000000047,626,1,cell_023,265.0
,1184.9357000000016,2.768400000000497,3.5885692,2.0270324,1296.505799999999,1941.5089000000007,1941.5089000000007,625,1,cell_023,266.0
,2384.643599999996,2.6298999999997363,3.5884757,2.0271192,1291.503800000006,1941.502800000002,1941.502800000002,624,1,cell_023,267.0
,2384.463700000022,2.995899999979912,3.5893846,2.0277829,1291.5233000000007,1941.5247000000093,1941.5247000000093,622,1,cell_023,269.0
,2389.290700000012,2.795899999997147,3.5895095,2.0272632,1611.5129999999772,9.999997564591814e-05,1941.527199999982,621,1,cell_023,270.0
,2947.6319000000076,2.96179999999012,3.5894494,2.0309319,1336.505999999994,1941.5078999999969,1941.5078999999969,619,1,cell_023,272.0
,1187.1964999999907,2.9238999999941484,3.5886073,2.0273662,1291.5111000000034,1941.5199999999895,1941.5199999999895,616,1,cell_023,275.0
,2385.7499999999995,3.026599999982551,3.5882773,2.0313573,1296.5066000000224,1941.5056000000045,1941.5056000000045,614,1,cell_023,277.0
,2947.137399999978,2.994299999991199,3.5885301,2.0342011,1406.5166000000029,1941.5207999999984,1941.5207999999984,611,1,cell_023,280.0
,2944.95749999999,2.900300000008542,3.5886931,2.0277705,1316.5200000000189,0.0001000000047497,1941.5186000000103,610,1,cell_023,281.0
,2947.137300000002,2.8962000000171884,3.5895381,2.0277362,1291.5198000000091,1941.5172000000016,1941.5172000000016,609,1,cell_023,282.0
,2954.4586000000127,3.052800000004652,3.5888896,2.0277705,1936.509300000005,1941.5076000000115,1941.5076000000115,606,1,cell_023,285.0
,2389.9361999999965,3.172800000000109,3.5897613,2.0308795,1306.5344999999795,1941.544999999984,1941.544999999984,605,1,cell_023,286.0
,2391.965200000006,2.8113000000013244,3.5887103,2.0313401,1296.5072000000218,1941.5079000000255,1941.5079000000255,604,1,cell_023,287.0
,2949.68710000001,3.002600000007334,3.5895085,2.0272784,1296.5299999999986,1941.532899999991,1941.532899999991,603,1,cell_023,288.0
,2384.4374999999995,2.6540999999851067,3.5896945,2.0274701,1291.5329999999956,1941.5283000000056,1941.5283000000056,602,1,cell_023,289.0
,2945.911300000007,2.896199999988198,3.5897202,2.0276656,1431.522100000002,9.999997564591814e-05,1941.5241999999855,601,1,cell_023,290.0
,1182.5659000000162,2.6455000000132145,3.5887027,2.0309739,1576.5174999999872,1941.5230999999912,1941.5230999999912,600,1,cell_023,291.0
,1183.3496999999916,2.8759000000138712,3.5894809,2.0269876,1291.5099999999802,0.0001000000047497,1941.513099999982,599,1,cell_023,292.0
,1187.2875000000056,3.048299999994697,3.5895991,2.0275636,1286.504599999986,1941.5138999999904,1941.5138999999904,598,1,cell_023,293.0
,2944.737999999983,2.908900000009851,3.5897155,2.0270753,1286.5248999999894,1941.5368000000017,1941.5368000000017,597,1,cell_023,294.0
,2384.7300999999866,2.9461000000007687,3.5888152,2.0279098,1286.5168000000122,1941.5139999999951,1941.5139999999951,595,1,cell_023,296.0
,2941.2636999999813,2.85119999997562,3.5897317,2.0273805,1286.5141000000003,1941.5065000000177,1941.5065000000177,594,1,cell_023,297.0
,1186.499899999995,2.805699999997131,3.5894761,2.0274405,1286.5133999999962,1941.5109999999984,1941.5109999999984,593,1,cell_023,298.0
,2940.912299999997,2.979299999977485,3.5886378,2.0265994,1286.53409999999,1941.544599999994,1941.544599999994,592,1,cell_023,299.0
,2945.3275999999896,2.8704000000145413,3.5884976,2.0273366,1296.507799999992,1941.515400000004,1941.515400000004,591,1,cell_023,300.0
,1179.8162999999768,2.854099999996862,3.58956,2.0308509,1291.525500000018,1941.5358000000124,1941.5358000000124,590,1,cell_023,301.0
,2383.1364000000176,2.9404999999970016,3.5894532,2.0273948,1286.5185000000058,1941.5235000000105,1941.5235000000105,589,1,cell_023,302.0
,1181.4005000000177,2.875300000014107,3.5896707,2.0272899,1286.5207000000228,1941.5262000000216,1941.5262000000216,588,1,cell_023,303.0
,2945.9021000000066,2.855100000015227,3.5893035,2.0306058,1286.5258999999787,0.0001000000047497,1941.5286999999948,587,1,cell_023,304.0
,2940.633200000011,2.71309999999346,3.5895429,2.0307612,1346.5168000000122,1941.5151999999944,1941.5151999999944,586,1,cell_023,305.0
,2381.1820000000007,2.9495000000169114,3.5887246,2.0278544,1376.526500000007,0.0001000000047497,1941.5345000000088,585,1,cell_023,306.0
,2383.7894999999844,2.8607999999952938,3.5896707,2.0344653,1286.492800000007,1941.501599999989,1941.501599999989,584,1,cell_023,307.0
,2945.6773999999864,2.8490999999920064,3.5897565,2.0311227,1306.5286999999953,1941.5329999999956,1941.5329999999956,583,1,cell_023,308.0
,2385.236300000019,3.0418000000064183,3.5895867,2.0270934,1286.5096999999948,1941.5126999999925,1941.5126999999925,582,1,cell_023,309.0
,2385.71729999996,2.9317999999618394,3.5895562,2.0303111,1296.5149000000092,1941.5087000000055,1941.5087000000055,581,1,cell_023,310.0
,2385.0605000000214,2.9082000000052233,3.5885749,2.0273852,1286.5200999999652,1941.5296000000096,1941.5296000000096,580,1,cell_023,311.0
,1186.117200000037,2.968200000002952,3.5896277,2.0309272,1286.523199999996,1941.5222000000067,1941.5222000000067,578,1,cell_023,313.0
,2380.833199999993,2.8778000000163217,3.5894647,2.0304685,1316.5282000000009,0.0001000000047497,1941.528099999996,575,1,cell_023,316.0
,1178.96610000002,2.9738000000361353,3.5894322,2.0270495,1286.5265000000363,1941.5272000000116,1941.5272000000116,574,1,cell_023,317.0
,2943.535199999984,2.811199999996461,3.5895467,2.0274949,1806.536199999973,1941.5495999999696,1941.5495999999696,573,1,cell_023,318.0
,2382.682999999961,2.7719999999969502,3.5894341,2.0307431,1296.5017000000223,1941.5007000000332,1941.5007000000332,572,1,cell_023,319.0
,2944.092799999984,2.869999999995514,3.5886111,2.0309615,1466.5054000000237,1941.5109999999984,1941.5109999999984,571,1,cell_023,320.0
,2942.247999999963,2.935500000021136,3.5884423,2.0304313,1291.512800000026,1941.522400000016,1941.522400000016,570,1,cell_023,321.0
,2381.6398000000045,2.788400000019493,3.5894275,2.027885,1296.5162000000128,0.0001000000047497,1941.5143999999857,569,1,cell_023,322.0
,2943.4581999999937,2.738100000016886,3.5896096,2.0275788,1316.5229999999867,1941.5259000000076,1941.5259000000076,568,1,cell_023,323.0
,2380.237399999983,2.7919999999575396,3.5895381,2.0313973,1281.5165999999738,1941.5259000000076,1941.5259000000076,567,1,cell_023,324.0
,2383.716700000048,2.650200000032896,3.5894952,2.0307422,1286.509400000039,1941.5177000000265,1941.5177000000265,566,1,cell_023,325.0
,2384.3661999999895,3.0155999999843175,3.5895648,2.027802,1351.5242000000435,1941.5209000000036,1941.5209000000036,564,1,cell_023,327.0
,2386.337200000009,3.1136000000408615,3.589766,2.0301528,1291.5081000000357,1941.519200000039,1941.519200000039,563,1,cell_023,328.0
,1186.610800000024,3.122900000016529,3.5890651,2.0272126,1291.5177999999723,1921.7525000000023,1921.7525000000023,562,1,cell_023,329.0
,1192.668799999985,3.1442999999855203,3.5891995,2.0302567,1301.5104000000283,1941.509400000039,1941.509400000039,561,1,cell_023,330.0
,2385.5869999999995,3.209800000011142,3.5890803,2.0338912,1826.5051000000096,0.0001000000047497,1939.044200000004,560,1,cell_023,331.0
,2390.727499999979,2.977799999993209,3.5899692,2.027885,1351.5478000000005,1941.5494999999648,1941.5494999999648,557,1,cell_023,334.0
,2391.802200000034,3.005000000004685,3.5892472,2.0309176,1291.5375999999817,1941.5432000000144,1941.5432000000144,556,1,cell_023,335.0
,2391.5668000000296,3.1508000000032155,3.5901008,2.0270886,1296.5137000000104,1941.5137000000104,1941.5137000000104,555,1,cell_023,336.0
,2326.2178999999887,3.336799999989992,3.588285,2.027267,1301.5213999999687,1877.5301999999792,1877.5301999999792,554,1,cell_023,337.0
,2396.257799999963,3.4164000000458827,3.5893416,2.0304856,1501.5216000000366,0.0001000000047497,1941.5176000000208,553,1,cell_023,338.0
,2957.243799999997,3.2398000000394234,3.5894132,2.0297771,1866.5169999999923,1941.5178000000303,1941.5178000000303,552,1,cell_023,339.0
,2924.8907999999938,3.3518000000039194,3.5895038,2.0269923,1311.5080999999773,1909.2935999999752,1909.2935999999752,551,1,cell_023,340.0
,2296.232399999979,3.415300000051431,3.5894361,2.0265565,1331.5319000000018,1849.703900000022,1849.703900000022,550,1,cell_023,341.0
,2393.465899999952,3.40919999999457,3.5887313,2.0336385,1316.4931000000215,1941.4873999999836,1941.4873999999836,549,1,cell_023,342.0
,2956.130899999989,3.29690000001591,3.5893006,2.0273814,1656.5247000000088,1941.5213000000224,1941.5213000000224,548,1,cell_023,343.0
,1191.106700000004,3.430399999953835,3.5892835,2.0305285,1766.52019999997,1941.5236999999615,1941.5236999999615,547,1,cell_023,344.0
,2951.9890000000014,3.165600000007629,3.5899405,2.0336947,1296.503700000001,0.0001000000047497,1941.508900000015,546,1,cell_023,345.0
,2356.4552000000076,3.1635000000278524,3.5881629,2.0269961,1286.520400000063,1910.8979000000363,1910.8979000000363,544,1,cell_023,347.0
,2383.7717,3.2353000000004783,3.5888019,2.0272012,1306.5193,1938.0202,1938.0202,543,1,cell_023,348.0
,2388.5532999999996,3.171199999999033,3.5890698,2.0272412,1316.5233000000007,1941.5254999999995,1941.5254999999995,540,1,cell_023,351.0
,2392.0620999999987,3.263999999999214,3.5890698,2.0271573,1291.5218999999995,1941.5191000000016,1941.5191000000016,539,1,cell_023,352.0
