cell_id,Cycle,Discharge Time (s),Decrement 3.6-3.4V (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
cell_030,643,2582.3592000000062,3.0578999999998757,3.5894313,2.0275578,1221.507700000002,1728.662499999991,1728.662499999991,274
cell_030,644,2603.1693000000087,3.0910000000002924,3.5885215,2.0318055,1261.4869000000035,0.00010000000474974687,1747.2021999999997,273
cell_030,645,1153.9412000000011,2.9943000000059072,3.5894532,2.0275283,1211.502900000007,1724.1174000000028,1724.1174000000028,272
cell_030,646,2154.1405000000086,2.9332999999896003,3.5893836,2.0274673,1251.4967999999935,9.99999901978195e-05,1719.604800000001,271
cell_030,647,2598.2589000000007,2.9167000000014554,3.588531,2.0272222,1141.5014999999985,1740.337400000004,1740.337400000004,270
cell_030,648,1154.753700000001,3.114200000010783,3.5895419,2.0272593,1151.4912999999942,1711.3754999999946,1711.3754999999946,269
cell_030,649,2599.761199999994,3.0978000000031614,3.5894666,2.0313811,1141.4897999999957,1742.2583999999918,1742.2583999999918,268
cell_030,650,2560.2793000000243,3.1150999999955076,3.5896802,2.0267987,1136.4893999999913,1704.6730999999854,1704.6730999999854,267
cell_030,651,2582.940200000012,3.047300000005748,3.5882688,2.0314345,1226.5093000000052,1725.6357000000135,1725.6357000000135,266
cell_030,652,1157.7116000000094,2.902200000011206,3.5895038,2.0310397,1141.4782999999877,1718.3115999999861,1718.3115999999861,265
cell_030,653,1158.5083999999915,2.9521999999996495,3.5893121,2.027,1136.509699999995,1755.471300000005,1755.471300000005,264
cell_030,654,2563.480900000024,2.9217000000060978,3.5884147,2.0304666,1136.489200000011,1706.0564000000013,1706.0564000000013,263
cell_030,655,1157.627200000017,3.0666000000201166,3.5892663,2.0275769,1171.5057999999844,1729.1968000000052,1729.1968000000052,262
cell_030,656,2583.548699999985,2.985400000005143,3.5884919,2.0277801,1136.4911000000138,1726.9500000000116,1726.9500000000116,261
cell_030,657,1162.7287000000072,2.961400000000083,3.5894866,2.0312419,1196.4976000000024,1757.7397000000055,1757.7397000000055,260
cell_030,658,2501.6598999999987,2.7590999999956267,3.5891423,2.0272899,1131.4910000000089,0.00010000000474974687,1646.872999999992,259
cell_030,659,2581.059700000013,3.1391000000003544,3.5893178,2.0274901,1131.4800000000105,1721.5199000000139,1721.5199000000139,258
cell_030,660,1159.0219999999972,3.141899999987743,3.5893989,2.0272908,1131.4833999999971,1729.3695000000005,1729.3695000000005,257
cell_030,661,2594.1746000000276,2.715999999985712,3.5886636,2.0275264,1131.5072000000218,0.00010000000474972084,1733.439000000013,256
cell_030,662,2552.9907999999996,2.771500000002689,3.5893922,2.0274405,1151.5013999999792,1693.0525999999954,1693.0525999999954,255
cell_030,663,2624.886999999988,2.9238999999943616,3.5885463,2.0306392,1136.4824999999837,1761.7623000000021,1761.7623000000021,254
cell_030,664,2601.2068000000145,3.11269999999773,3.5884948,2.0273633,1161.4762000000046,1735.1126999999979,1735.1126999999979,253
cell_030,665,2627.6475999999966,3.1234000000114293,3.5896039,2.0264201,1146.4924000000174,1763.0407000000123,1763.0407000000123,252
cell_030,666,2560.1000999999815,3.013399999996267,3.5896049,2.027082,1136.4776999999885,1698.7130999999936,1698.7130999999936,251
cell_030,667,2565.1337999999814,2.782000000006448,3.5878959,2.0273986,1126.4960999999894,1702.4796999999962,1702.4796999999962,250
cell_030,668,2584.339500000002,3.1320999999879717,3.5884995,2.0276513,1131.4809999999995,1718.9190999999992,1718.9190999999992,249
cell_030,669,2587.4533999999985,2.79039999999803,3.5894885,2.0276208,1131.491399999999,1721.2809000000125,1721.2809000000125,248
cell_030,670,2165.829300000012,3.1248000000196186,3.5897899,2.0313144,1151.710300000006,1718.2488000000012,1718.2488000000012,247
cell_030,671,2613.4677999999844,3.0068999999783586,3.5893922,2.0277839,1256.4904000000097,1740.6095000000205,1740.6095000000205,246
cell_030,672,1172.8546999999962,3.1264000000083314,3.5884204,2.0275798,1596.4886999999871,1726.6420999999973,1726.6420999999973,245
cell_030,673,2627.3842000000004,3.0701999999873664,3.5882964,2.0275455,1156.4845999999961,1750.9232999999947,1750.9232999999947,244
cell_030,674,1176.4002000000035,3.1070000000180897,3.5894732,2.0271316,1601.5018999999738,1710.9710999999952,1710.9710999999952,243
cell_030,675,2585.277600000001,3.0685999999986535,3.5883536,2.0314374,1181.4662000000244,1708.5847000000067,1708.5847000000067,242
cell_030,676,2171.2060000000056,2.7619000000124316,3.5873609,2.0316186,1116.4902000000002,1713.2828000000152,1713.2828000000152,241
cell_030,677,2598.8429999999935,2.7781000000248213,3.5883775,2.0313125,1181.506400000013,1721.2046000000264,1721.2046000000264,240
cell_030,678,2166.2995999999985,3.1310999999985967,3.5893798,2.0317826,1111.497000000003,1704.5871000000043,1704.5871000000043,239
cell_030,679,2209.2163999999752,3.0267000000166178,3.5893455,2.0274968,1116.4732999999833,1743.6831999999995,1743.6831999999995,238
cell_030,680,2629.1318000000024,3.027100000006442,3.5894017,2.0280795,1111.4906000000192,1740.7087000000172,1740.7087000000172,237
cell_030,681,2635.377899999992,3.0337000000000103,3.5885673,2.0274634,1116.516099999979,1744.4156999999832,1744.4156999999832,236
cell_030,682,2624.5859000000055,3.0838999999979677,3.5885901,2.0276732,1106.4902000000002,1734.2453000000096,1734.2453000000096,235
cell_030,683,1194.7546000000148,3.0101000000139777,3.589458,2.0277495,1181.444599999988,1711.5155999999843,1711.5155999999843,234
cell_030,684,1197.1228000000117,3.0119000000122043,3.5892863,2.0275273,1106.5037000000011,1736.4061999999976,1736.4061999999976,233
cell_030,685,2652.9174000000057,3.1307000000087726,3.5894027,2.0313172,1261.5010000000184,1752.5400000000081,1752.5400000000081,232
cell_030,686,2192.8681999999976,3.02609999998829,3.5893826,2.0277801,1166.5026999999827,0.00010000000474974687,1713.565000000002,231
cell_030,687,2615.8126999999804,2.9814999999943126,3.5893054,2.0283418,1106.4884999999776,9.999997564591814e-05,1715.459199999983,230
cell_030,688,2638.1533000000054,3.062499999999986,3.5883651,2.0288177,1131.5155000000086,1737.8097000000125,1737.8097000000125,229
cell_030,689,2607.290000000008,3.079100000002626,3.5882678,2.0289893,1171.4956999999995,0.00010000000474972084,1706.9569999999949,228
cell_030,690,1200.5905999999957,3.0601000000024214,3.5882096,2.0298553,1671.501499999984,1742.7373999999836,1742.7373999999836,227
cell_030,691,2653.927100000001,2.9529000000038508,3.5893159,2.0298953,1121.4881999999925,1753.6141999999818,1753.6141999999818,226
cell_030,692,2596.3434000000125,3.071900000009933,3.5892425,2.0299373,1101.4890000000014,1696.056099999987,1696.056099999987,225
cell_030,693,2220.104200000001,2.977099999989221,3.5885119,2.0347924,1101.4886000000115,1740.9036000000197,1740.9036000000197,224
cell_030,694,1200.5529000000097,3.0351999999838597,3.5883441,2.0315986,1096.4841000000015,1721.9710999999952,1721.9710999999952,223
cell_030,695,2644.988799999992,2.8757000000333477,3.589458,2.0318847,1091.497399999993,1744.7301999999906,1744.7301999999906,222
cell_030,696,2221.635499999975,3.007800000021277,3.5894847,2.0318274,1366.5040000000154,0.00010000000474974687,1742.4823000000326,221
cell_030,697,2653.2592000000295,3.132700000016513,3.5885463,2.0322986,1151.487300000037,1753.0417000000016,1753.0417000000016,220
cell_030,698,2633.916499999992,3.0558000000309704,3.5895677,2.0330815,1101.5104999999749,1733.685599999968,1733.685599999968,219
cell_030,699,2196.8764000000087,3.016799999982993,3.589519,2.0336003,1086.4992000000202,0.00010000000474974687,1717.728700000036,218
cell_030,700,1200.4760000000242,3.0655000000260912,3.5883622,2.0338988,1086.481599999999,1708.425500000012,1708.425500000012,217
cell_030,701,1200.960199999972,2.9662999999708717,3.5883985,2.0345922,1091.5008999999845,1713.7496999999858,1713.7496999999858,216
cell_030,702,2652.481599999999,2.9986999999965036,3.5893846,2.0358195,1086.4911999999895,0.00010000000474974687,1751.7842999999993,215
cell_030,703,2175.1269999999786,3.0142999999807785,3.5892205,2.0366235,1081.5033999999869,1695.5350999999791,1695.5350999999791,214
cell_030,704,2619.858500000031,3.063499999989361,3.5893111,2.0360131,1091.4753999999957,1719.2119999999998,1719.2119999999998,213
cell_030,705,2584.075899999996,3.098900000040885,3.5883737,2.036571,1141.4801999999909,0.00010000000474974687,1683.4341000000131,212
cell_030,706,1200.8899000000092,3.015399999974804,3.5885348,2.0370498,1076.492800000007,1721.3956999999937,1721.3956999999937,211
cell_030,707,2628.5176999999676,2.824900000006849,3.5893416,2.0380673,1231.4863999999943,0.00010000000474972084,1727.9486000000034,210
cell_030,708,2616.2430999999633,3.042300000030096,3.5891414,2.0387454,1701.502199999988,1715.6396999999997,1715.6396999999997,209
cell_030,709,2613.3714999999497,3.108799999987326,3.5895362,2.0424466,1091.4895999999717,1712.7819000000018,1712.7819000000018,208
cell_030,710,2165.984599999967,2.9171000000204828,3.5884156,2.0393777,1091.4977000000072,1686.4977000000072,1686.4977000000072,207
cell_030,711,2599.2825000000303,2.927999999956299,3.5892634,2.0392146,1071.5067999999737,1698.7461999999941,1698.7461999999941,206
cell_030,712,2165.269200000039,2.934199999959617,3.5892606,2.0400262,1251.4972999999882,1685.7973999999813,1685.7973999999813,205
cell_030,713,2602.4690999999875,2.962300000013798,3.5893617,2.0438485,1091.4873999999836,0.00010000000474974687,1701.9512000000104,204
cell_030,714,2605.8754999999655,2.982900000002715,3.5893588,2.0411582,1066.485400000005,1705.3800000000049,1705.3800000000049,203
cell_030,715,2579.4179000000004,2.893500000005673,3.589396,2.0409904,1086.5041000000201,1678.915800000017,1678.915800000017,202
cell_030,716,2560.5087999999523,2.868000000016764,3.5882211,2.0417943,1066.5109999999986,1660.017200000002,1660.017200000002,201
cell_030,717,2530.2483000000357,2.8207000000402616,3.5880723,2.0424657,1066.4956000000238,1629.7717000000412,1629.7717000000412,200
cell_030,718,1200.7626000000166,3.058399999979855,3.5892043,2.0423827,1061.5103000000236,1668.3984000000057,1668.3984000000057,199
cell_030,719,2635.681799999962,2.685799999977334,3.5884099,2.0469699,1111.4819000000134,1735.2129000000423,1735.2129000000423,198
cell_030,720,2555.6505999999936,2.7595999999903142,3.5881782,2.0431695,1131.4785000000263,1655.1896000000415,1655.1896000000415,197
cell_030,721,2559.3289999999693,2.9899999999905447,3.5883889,2.0434003,1056.4803000000538,1658.8494000000064,1658.8494000000064,196
cell_030,722,2619.759100000025,2.841799999994663,3.5885129,2.0467172,1056.4976000000022,1719.3429999999935,1719.3429999999935,195
cell_030,723,2138.776600000041,2.866800000018088,3.5892081,2.0478749,1056.4998999999953,1659.4205000000075,1659.4205000000075,194
cell_030,724,2555.164099999994,2.850500000000622,3.5891356,2.0446954,1051.4819999999602,1654.7258999999613,1654.7258999999613,193
cell_030,725,2571.650900000008,2.994200000015539,3.5893846,2.0486121,1276.491800000018,1671.2430000000168,1671.2430000000168,192
cell_030,726,2597.3579000000027,2.9814999999945258,3.5885472,2.0488057,1141.4919999999693,1696.9287999999942,1696.9287999999942,191
cell_030,727,2566.4581999999937,2.903500000014958,3.5895267,2.0488772,1061.4953000000098,1666.035200000042,1666.035200000042,190
cell_030,728,2118.3475000000326,2.938300000037941,3.5893817,2.0455737,1046.483899999992,1638.9952000000048,1638.9952000000048,189
cell_030,729,2563.197199999995,3.0905999999959732,3.5893664,2.0452914,1106.497800000012,1662.7854999999981,1662.7854999999981,188
cell_030,730,2527.0899999999674,2.9959999999847753,3.5893273,2.0461679,1096.501099999994,1626.7056999999913,1626.7056999999913,187
cell_030,731,2559.2179999999935,2.93600000004524,3.5884566,2.0462785,1041.486499999999,0.00010000000474974687,1658.8288000000175,186
cell_030,732,2543.2726000000257,2.851800000003948,3.5882449,2.0471158,1046.499599999981,1642.885799999989,1642.885799999989,185
cell_030,733,1200.6572000000162,2.868000000016764,3.5883222,2.0471082,1066.4971999999834,1687.1657000000123,1687.1657000000123,184
cell_030,734,2593.45140000002,2.9697000000160045,3.5893111,2.0480065,1041.4792000000016,1693.0791000000318,1693.0791000000318,183
cell_030,735,2541.263799999957,2.950399999972433,3.5894437,2.0475402,1036.4788999999873,1640.8818999999783,1640.8818999999783,182
cell_030,736,2542.319299999974,3.010599999979675,3.5892196,2.0476584,1046.4707000000053,1641.9537000000128,1641.9537000000128,181
cell_030,737,2539.736499999999,2.6393999999855566,3.5883164,2.0452619,1031.4880000000119,1639.3632000000216,1639.3632000000216,180
cell_030,738,2557.686800000025,2.88070000003799,3.5883842,2.0478435,1036.501099999994,1657.3064000000013,1657.3064000000013,179
cell_030,739,2563.1883999999845,2.9661999999662214,3.5892873,2.0527825,1031.5167000000365,0.00010000000474974687,1662.8245999999926,178
cell_030,740,2525.666899999953,2.9141999999992407,3.5894399,2.0516934,1036.470399999991,1625.3013999999966,1625.3013999999966,177
cell_030,741,2518.17359999998,2.8773999999977207,3.5895276,2.0518155,1031.492200000037,0.00010000000474974687,1617.7895000000135,176
cell_030,742,2535.4109999999637,2.95429999998305,3.5886073,2.0477805,1031.5046999999904,1635.0621999999858,1635.0621999999858,175
cell_030,743,1200.647500000021,2.915299999993266,3.5893445,2.0475707,1066.4930999999633,1602.507799999963,1602.507799999963,174
cell_030,744,2502.351800000004,2.986800000013332,3.5893378,2.0520015,1026.4726999999837,1601.9699999999718,1601.9699999999718,173
cell_030,745,2507.861499999999,2.889599999994843,3.5895019,2.0473371,1031.494699999981,1607.4813999999897,1607.4813999999897,172
cell_030,746,1200.6388000000154,2.9600000000208837,3.5896621,2.051703,1096.4980000000214,1605.4951,1605.4951,171
cell_030,747,2557.8202000000165,2.9738000000361353,3.5896125,2.0507941,1501.5298000000182,0.00010000000474974687,1657.4462000000055,170
cell_030,748,2462.544099999999,2.8842000000295798,3.5886579,2.0484538,1026.4916999999552,1562.1641999999993,1562.1641999999993,169
cell_030,749,1200.636200000008,3.0070000000414154,3.5894933,2.0519814,1031.500800000038,1630.66320000001,1630.66320000001,168
cell_030,750,2527.839100000041,2.967500000027954,3.5896878,2.0487037,1016.5035999999965,1627.1373000000021,1627.1373000000021,167
cell_030,751,2469.728000000003,2.9229000000051997,3.5882134,2.0488391,1016.5050000000047,1569.0041000000201,1569.0041000000201,166
cell_030,752,2520.710000000021,2.9895000000250604,3.5886407,2.0523171,1071.4964000000039,1620.0084999999965,1620.0084999999965,165
cell_030,753,2520.0959999999614,3.1937000000036164,3.5886264,2.048202,1211.5008999999845,1619.726399999985,1619.726399999985,164
cell_030,754,2046.259699999995,3.1784000000335055,3.5897565,2.0529742,1011.8342999999878,1567.315100000007,1567.315100000007,163
cell_030,755,2500.278900000034,3.2023000000044988,3.5887084,2.0479531,1011.5252000000328,1599.914000000048,1599.914000000048,162
cell_030,756,2023.0009999999895,3.3015000000013117,3.5877719,2.0482907,1081.4839999999967,1543.6836999999941,1543.6836999999941,161
cell_030,757,2485.184200000018,3.3608999999707123,3.5887895,2.0465426,1011.4967999999644,1584.8036999999895,1584.8036999999895,160
cell_030,758,2049.5965000000615,3.2621000000108324,3.5889268,2.0513234,1006.4723999999769,1565.2769999999073,1565.2769999999073,159
cell_030,759,2456.326000000001,3.2422000000001105,3.5887475,2.0445685,1106.513,1555.9461000000001,1555.9461000000001,158
cell_030,760,2464.094,3.309099999999603,3.5880609,2.0475774,1026.4760000000006,1563.7343000000003,1563.7343000000003,157
cell_030,761,2025.440200000001,3.2536000000001053,3.5891957,2.050817,1041.4898999999996,9.999999929278386e-05,1546.1432999999988,156
cell_030,762,2469.9009000000005,3.203299999999203,3.5881829,2.0473447,1116.4671999999994,1569.5339999999997,1569.5339999999997,155
cell_030,763,2424.5699000000004,3.312699999998614,3.5895734,2.0476003,1006.4721999999999,1524.2196999999994,1524.2196999999994,154
cell_030,764,1200.9612000000018,3.1073000000032636,3.5895905,2.0481191,1016.4730999999992,1562.7288000000008,1562.7288000000008,153
cell_030,765,2058.0811,3.0907000000006235,3.5893626,2.048368,996.4806000000026,1578.4547999999995,1578.4547999999995,152
cell_030,766,2461.078900000001,2.9732000000003467,3.5893216,2.049129,1006.5211999999992,1560.4065999999984,1560.4065999999984,151
cell_030,767,2501.960500000001,2.6960999999975854,3.5894694,2.0492644,986.5326999999997,1601.2840999999971,1601.2840999999971,150
cell_030,768,1200.9398,2.940000000002314,3.5894027,2.049643,660.6613999999972,1586.3309999999983,1586.3309999999983,149
cell_030,769,2462.6939999999995,2.8685999999979828,3.589314,2.0501313,658.4592999999987,1562.0167000000001,1562.0167000000001,148
cell_030,770,2480.0437999999995,2.929600000002992,3.588366,2.0541472,1576.6266000000032,1579.3752000000022,1579.3752000000022,147
cell_030,771,1200.927300000003,2.8582999999999004,3.5882258,2.0506129,986.6825000000024,1573.1511000000028,1573.1511000000028,146
cell_030,772,1200.9243999999965,2.8366999999998654,3.5882783,2.054112,660.8084999999992,1595.245600000002,1595.245600000002,145
cell_030,773,1200.9262000000017,2.9089999999995797,3.5891566,2.0506778,1061.7578999999969,1555.2234000000026,1555.2234000000026,144
cell_030,774,2407.5155000000013,2.815400000006747,3.5892348,2.0470586,981.8400000000039,1506.8479000000007,1506.8479000000007,143
cell_030,775,1200.9475999999995,2.6834000000017255,3.5891185,2.0501866,1236.8703000000023,1564.7306000000024,1564.7306000000024,142
cell_030,776,1200.9789999999994,2.763999999995619,3.588347,2.0503316,966.9737999999996,0.00010000000474974687,1567.0604000000021,141
cell_030,777,2489.3027,2.646899999999661,3.5892053,2.0539632,967.0192999999999,9.999999747377017e-05,1588.6296999999977,140
cell_030,778,1200.9173999999985,2.7528000000019404,3.5892072,2.0503736,967.0780000000013,1530.4867000000013,1530.4867000000013,139
cell_030,779,2427.059300000001,2.6929000000018277,3.58921,2.0503411,962.1892000000007,0.00010000000474974687,1526.3777000000046,138
cell_030,780,1200.935599999997,2.825600000003803,3.588347,2.0502362,653.3152999999947,1584.0630999999994,1584.0630999999994,137
cell_030,781,2472.0625999999975,2.8383999999932286,3.5891252,2.0502219,967.300199999998,1571.3710999999967,1571.3710999999967,136
cell_030,782,2469.3849000000046,2.7934999999997956,3.5894017,2.0502191,952.6449000000138,1568.7250000000058,1568.7250000000058,135
cell_030,783,1200.9492000000027,3.001499999998387,3.5891948,2.0503316,648.9670000000041,1551.5686000000132,1551.5686000000132,134
cell_030,784,1991.8228999999997,2.7872999999962644,3.5893474,2.0499225,957.4550000000017,1513.1615999999922,1513.1615999999922,133
cell_030,785,2464.5609000000113,2.850500000000409,3.5896516,2.0495315,653.4536999999982,1563.8769999999931,1563.8769999999931,132
cell_030,786,2054.8652,2.8888000000004865,3.5887828,2.048697,1017.3166000000056,1576.0710000000108,1576.0710000000108,131
cell_030,787,2459.364300000001,3.1145000000104517,3.588553,2.0490651,962.2832999999955,1558.6493999999948,1558.6493999999948,130
cell_030,788,2459.036599999992,3.0734999999986456,3.5896153,2.048945,652.6704999999929,1558.3533000000025,1558.3533000000025,129
cell_030,789,2432.8745999999956,3.2256000000051444,3.5885749,2.0527501,997.3975999999966,1532.142399999997,1532.142399999997,128
cell_030,790,2424.7771999999973,2.9951000000000505,3.5895696,2.0483556,947.4394000000029,1524.4389000000083,1524.4389000000083,127
cell_030,791,2423.5890999999974,3.245899999994606,3.5896192,2.0488906,967.4593000000024,1523.2312000000093,1523.2312000000093,126
cell_030,792,2412.416400000002,2.90000000000866,3.589395,2.0523067,942.5687999999936,9.999999019784551e-05,1512.0743999999975,125
cell_030,793,1200.6420999999973,2.990700000009454,3.5894666,2.0483975,661.8837999999959,1491.662400000001,1491.662400000001,124
cell_030,794,2423.016399999993,2.8678999999974053,3.5894914,2.0480084,1173.2203000000009,1522.3182000000088,1522.3182000000088,123
cell_030,795,2465.3108000000066,2.8662999999941974,3.589478,2.0486627,933.6253999999898,1564.6290000000008,1564.6290000000008,122
cell_030,796,2442.2485000000015,2.8328000000037434,3.5894837,2.0498557,657.9895000000106,1541.5687000000034,1541.5687000000034,121
cell_030,797,1200.9579999999987,2.933499999999114,3.5891881,2.0502267,640.8201999999874,1483.2808999999977,1483.2808999999977,120
cell_030,798,1200.926800000001,2.8421999999991954,3.5881476,2.0495114,650.5164999999979,1530.0123000000021,1530.0123000000021,119
cell_030,799,1200.9484000000084,2.7836000000098693,3.5892129,2.0503545,929.8597999999911,1511.3907999999938,1511.3907999999938,118
cell_030,800,1994.6699999999985,2.8424999999988643,3.5892377,2.0502038,949.654999999999,1523.244599999991,1523.244599999991,117
cell_030,801,1200.9418000000005,2.693500000008413,3.5881724,2.0497794,669.8773999999976,1499.1967999999906,1499.1967999999906,116
cell_030,802,1200.9508999999962,2.8328999999938986,3.5893416,2.0468249,645.2966000000015,1545.0257999999883,1545.0257999999883,115
cell_030,803,1200.9317000000012,2.6535999999906323,3.5893397,2.0503068,644.9409000000015,1564.7383000000118,1564.7383000000118,114
cell_030,804,1200.946199999991,2.8691999999864493,3.5881047,2.0471835,639.8212999999961,1484.1251000000047,1484.1251000000047,113
cell_030,805,1200.929099999994,2.7583000000012703,3.5882649,2.050015,674.0344999999943,0.00010000000474974687,1530.6848000000027,112
cell_030,806,2419.955300000002,2.823200000013486,3.5894408,2.0541902,954.6449999999895,9.999997564591814e-05,1511.839399999997,111
cell_030,807,1200.9474000000046,2.8325999999942297,3.5893083,2.0506358,634.8174,1509.8231000000087,1509.8231000000087,110
cell_030,808,1972.4277000000002,2.863500000006809,3.5890908,2.05024,669.5559000000065,1508.2013999999908,1508.2013999999908,109
cell_030,809,1200.9372000000149,2.7353000000002936,3.5893502,2.0504518,949.2610999999742,1544.3271999999997,1544.3271999999997,108
cell_030,810,1988.4565000000007,2.6607000000076653,3.5893378,2.0538745,921.2995999999985,1528.669899999979,1528.669899999979,107
cell_030,811,1937.958799999993,2.9072999999917215,3.5882936,2.0502582,648.2603999999992,0.00010000000474974687,1479.1607999999833,106
cell_030,812,1200.9643000000215,2.7831000000004735,3.5892644,2.0465751,657.7295999999915,1504.820699999982,1504.820699999982,105
cell_030,813,1200.945100000012,2.5301000000035856,3.5883155,2.0470967,647.6645000000135,1512.9548000000068,1512.9548000000068,104
cell_030,814,1200.9355999999968,2.837499999994222,3.5883908,2.0476947,647.3119000000007,0.00010000000474974687,1534.3402000000058,103
cell_030,815,2425.329300000012,2.5192999999854493,3.5881219,2.0548739,662.995900000009,1509.5903000000108,1509.5903000000108,102
cell_030,816,1200.9587000000172,2.804100000008418,3.589251,2.0467858,676.5021000000124,1516.8483000000124,1516.8483000000124,101
cell_030,817,2370.3993999999952,2.822999999974982,3.5883651,2.0462661,632.7098999999871,1459.2808000000077,1459.2808000000077,100
cell_030,818,1200.632100000017,2.953299999993888,3.5893035,2.0449862,900.3695000000007,0.00010000000474974687,1477.7992999999842,99
cell_030,819,1200.6364999999935,2.990300000004922,3.5895953,2.0481048,903.4744000000064,1504.4361999999965,1504.4361999999965,98
cell_030,820,1200.6401999999946,2.9452999999921303,3.5896993,2.0489459,636.0026999999828,0.00010000000474974687,1503.5495999999985,97
cell_030,821,1200.6581000000008,2.7934999999997956,3.5895009,2.0482879,951.7841999999946,1462.1502999999793,1462.1502999999793,96
cell_030,822,1200.645199999999,3.1001999999862306,3.5894694,2.0480657,666.6621999999916,1445.565499999997,1445.565499999997,95
cell_030,823,1200.6406000000134,2.954599999997427,3.5893998,2.0449042,671.0057000000088,1467.7072000000044,1467.7072000000044,94
cell_030,824,1897.6777,2.972899999993217,3.589438,2.0477118,904.3000999999931,0.00010000000474974687,1436.166200000007,93
cell_030,825,1200.639600000024,3.0455000000075216,3.5895495,2.047153,639.0962,1484.994800000015,1484.994800000015,92
cell_030,826,1926.103000000003,2.899900000018505,3.5892444,2.0519509,887.5163000000175,1472.8304000000062,1472.8304000000062,91
cell_030,827,1200.9605999999912,2.8536000000021744,3.5892406,2.0483165,631.1104999999807,1516.3261999999813,1516.3261999999813,90
cell_030,828,1200.9796000000206,2.7774999999964933,3.5893903,2.0498471,636.6836000000186,1467.4206000000122,1467.4206000000122,89
cell_030,829,2384.7777999999817,2.860000000015006,3.5882087,2.0527148,676.3203999999969,1462.0648999999976,1462.0648999999976,88
cell_030,830,1200.951199999981,2.709199999982843,3.5893168,2.0488906,662.3698000000151,1517.9855000000098,1517.9855000000098,87
cell_030,831,1200.9428999999946,2.691899999976002,3.5891662,2.0470185,890.2324999999837,9.999997564591814e-05,1527.5209000000032,86
cell_030,832,2439.8246999999974,2.72049999999588,3.5882936,2.0468879,641.2767000000167,1512.3416000000143,1512.3416000000143,85
cell_030,833,1200.9317000000158,2.6969000000098475,3.5891833,2.050139,671.9267000000109,1520.0810000000056,1520.0810000000056,84
cell_030,834,1980.263099999982,2.601400000014138,3.589313,2.047277,661.9872000000032,1549.532899999991,1549.532899999991,83
cell_030,835,2430.3089999999793,2.686000000016051,3.5893102,2.0506396,895.0407999999879,0.00010000000474974687,1501.257600000012,82
cell_030,836,2450.563300000009,2.6416999999782576,3.5891957,2.047297,673.9796000000206,0.00010000000474974687,1520.9135999999996,81
cell_030,837,1200.9358000000063,2.626199999998633,3.5891128,2.0503535,639.1046000000205,1520.4823000000033,1520.4823000000033,80
cell_030,838,1934.7837,2.7876999999860885,3.5892119,2.0472331,627.5959999999905,1507.6472000000067,1507.6472000000067,79
cell_030,839,1200.9275999999957,2.80139999999669,3.5881095,2.0473905,640.0535999999847,1496.6396999999997,1496.6396999999997,78
cell_030,840,1200.9401999999825,2.6907999999821897,3.5891471,2.0472598,669.4496000000219,1561.8785000000205,1561.8785000000205,77
cell_030,841,2481.720399999991,2.7681999999914098,3.5880313,2.0503068,630.373900000006,1548.3624000000127,1548.3624000000127,76
cell_030,842,1200.9324999999953,2.395900000003053,3.5893741,2.0475907,887.3969000000216,1545.576000000001,1545.576000000001,75
cell_030,843,1200.931899999996,2.6888000000034395,3.5880809,2.0479894,895.0310999999929,1486.9766999999993,1486.9766999999993,74
cell_030,844,1200.9395000000077,2.639899999980031,3.5892529,2.0474696,678.955099999992,1523.9421999999904,1523.9421999999904,73
cell_030,845,2429.281099999993,2.6230999999970805,3.5892148,2.0475078,891.8108000000066,0.00010000000474974687,1492.1508000000033,72
cell_030,846,2397.9485999999742,2.771799999987863,3.5891194,2.0513186,727.9895000000251,1459.8118000000252,1459.8118000000252,71
cell_030,847,1200.934199999989,2.7727000000013646,3.5881,2.0475173,663.5869999999996,1469.67849999998,1469.67849999998,70
cell_030,848,1200.9333000000045,2.6465000000025896,3.5892491,2.0503259,730.505600000004,1546.018299999996,1546.018299999996,69
cell_030,849,1200.9628000000084,2.8575999999884516,3.589273,2.0543981,701.4232999999949,1448.443099999975,1448.443099999975,68
cell_030,850,2391.8028999999806,2.752600000007135,3.5889287,2.0467134,723.3403999999863,0.00010000000474974687,1456.4365999999864,67
cell_030,851,1200.9429000000237,2.861600000003932,3.5895581,2.0500159,624.8718000000226,1491.7637000000104,1491.7637000000104,66
cell_030,852,1896.1059999999995,2.8224000000044214,3.5893083,2.0459237,709.8261000000057,1481.768299999996,1481.768299999996,65
cell_030,853,1867.8843000000052,2.938399999984398,3.5893769,2.0533805,642.821100000001,1454.482300000003,1454.482300000003,64
cell_030,854,1200.9726999999841,2.5752000000212405,3.5884652,2.0489116,695.7259999999951,1479.6474999999919,1479.6474999999919,63
cell_030,855,1200.9768000000042,2.774700000009105,3.5893846,2.0490499,651.3918999999879,1473.050099999993,1473.050099999993,62
cell_030,856,2409.390000000014,2.600199999986259,3.5884604,2.0491862,640.2603000000236,0.00010000000474974687,1476.1604999999981,61
cell_030,857,2403.901200000022,2.8176000000092927,3.5883698,2.052917,643.6267000000225,1469.2850999999791,1469.2850999999791,60
cell_030,858,1200.964399999997,2.7574999999487204,3.5891814,2.0463347,870.782200000016,1463.6135000000359,1463.6135000000359,59
